Country Name,Country Code,Indicator Name,Indicator Code,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1182686577,1337024782,1383843860,1532401863,1636074718,1825763268,1970347721,2128696644,2090184941,1653160862,1936484565,1678239218,1652464201,1833279985,2300453634,2708078477,2980484920,3076305453,3378314600,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963230,4682546863,4930204230,5353404422,5581371848,5496264766,4533883782
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1.03E+12,1.27E+12,1.27E+12,1.40E+12,1.32E+12,1.39E+12,1.60E+12,1.61E+12,1.45E+12,1.50E+12,1.49E+12,1.36E+12,1.38E+12,1.49E+12,1.84E+12,2.12E+12,2.20E+12,2.32E+12,2.66E+12,2.92E+12,2.69E+12,2.64E+12,2.86E+12,2.68E+12,2.81E+12,2.85E+12,2.44E+12,2.47E+12,2.59E+12,2.79E+12,2.73E+12,2.63E+12
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,408057100,410083600
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5080483464,5023265365,5335451308,6511903657,7770219480,9582783318,10327598801,12455410056,15571349776,12113699661,14372591916,18210308748,17170465294,17595745653,18203968002,14383107714,14023890620,14929488771,16867325127,16874405840,15316826192
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,9.27E+11,1.09E+12,1.14E+12,1.18E+12,1.06E+12,1.14E+12,1.35E+12,1.42E+12,1.56E+12,1.65E+12,1.69E+12,1.66E+12,1.64E+12,1.78E+12,2.06E+12,2.42E+12,2.54E+12,2.72E+12,3.11E+12,2.94E+12,2.43E+12,2.49E+12,2.67E+12,2.72E+12,2.80E+12,3.09E+12,2.96E+12,2.72E+12,2.70E+12,2.90E+12,2.88E+12,2.76E+12
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,5251764264,5889174825,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10744675210,20440893017,24827844950,28678701891,26048108185,32197272797,39337314810,41270954737,62823043706,54782847753,49406568433,56165172899,60406382899,67299280680,68337537816,68532281806
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2432029434,2666750686,3015058139,3284620543,3279096606,3383092828,3693710533,3868968302,3783700462,3588375477,3461282543,2995361141,2829435957,2950198649,3446441698,3635458133,2937071767,4220019243,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8595955581,10324668267,11857030337,13513809258,15681050917
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,284119692.5,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,961900106.9,1027702254,1054113427,1279704745,1561763437,1450140386,1543292393,1409694554,1415006238,1375608956,1229460602,1378176868,1484579844,1504909753,1670670669,1812529105,1868086275
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,371095510,392621385.9,417806667.1,477458598.7,532062927.4,587029054.4,592365688.1,696910810.9,868154708.5,830126470,849878424.2,1099818652,989271229.6,1046087418,1054915645,1048229629,1179004941,1350177128,1504630121,1439638443,1431758243
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,88265974.58,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443429,21357343682,22388344124,21948834290,21765453087,13185496881,11240808847,12200913888,13097012189,11417278045,10021856754
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,79169043223,97891092003,1.05E+11,1.16E+11,1.09E+11,1.17E+11,1.37E+11,1.46E+11,1.43E+11,1.44E+11,1.43E+11,1.30E+11,1.36E+11,1.54E+11,2.02E+11,2.41E+11,2.48E+11,2.73E+11,3.18E+11,3.54E+11,3.30E+11,2.97E+11,2.83E+11,2.42E+11,2.39E+11,2.35E+11,1.96E+11,1.93E+11,1.99E+11,2.12E+11,2.05E+11,1.89E+11
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061640741,1125685185,1166523556,1212694407,1042100556
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18405203853,20444205991,21576351799,23577286227,26783543667,29744368111,33567868323,38503862831,37125943565,40676432029,46876114650,49593961142,52996540704,57852399964,62186186576,66053725049,71654134379,73208583759,77020015201,77604632171
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,2379818383,2730971150,3025187924,3165663153,3432913073,3691384318,4063089192,4167800259,4127659492,4279840194,4482697337,4748174334,4787636237,5173760192,5471256595
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,68790369107,76928290842,88959620136,1.04E+11,1.20E+11,1.36E+11,1.45E+11,1.60E+11,1.77E+11,1.69E+11,1.66E+11,1.72E+11,1.69E+11,1.66E+11,1.61E+11,1.69E+11,1.82E+11,1.94E+11,2.12E+11,2.19E+11,2.14E+11,2.29E+11,2.49E+11,2.63E+11,2.76E+11,2.91E+11,3.09E+11,3.21E+11,3.41E+11,3.62E+11,3.63E+11,3.47E+11
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7103826902,7565854724,7775251510,8140278401,8772169959,9672023050,10841724917,12275500116,13789443623,14486159608,15729649159,17588098575,18400538859,18372173381,19618567250,20833948800,21566622850,22975415842,23900438564,24915522849,23662231634
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,2736243800,3096289800,3473540602,2257121668,1878248741,2167564195,2813313279,2907514523,3338938830,3723909227,4153736347,6813577558,6331961555,6058134467,4826827577,6036959915,7184064657,7518107787,9522763154,10485225353,11597014807,11859315079,13008754111,13708926466,14902474091,15139264670,14833154472,13987693739,15035560373,16455034353,14785839383,14508218017
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,94451427898,1.06E+11,1.17E+11,1.28E+11,1.58E+11,1.77E+11,2.02E+11,2.27E+11,2.16E+11,95445547873,1.40E+11,1.65E+11,1.60E+11,1.96E+11,2.35E+11,2.57E+11,2.86E+11,3.65E+11,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.13E+11,8.91E+11,8.61E+11,9.32E+11,1.02E+12,1.04E+12,1.12E+12,1.06E+12
India,IND,GDP (current US$),NY.GDP.MKTP.CD,2.96E+11,3.21E+11,2.70E+11,2.88E+11,2.79E+11,3.27E+11,3.60E+11,3.93E+11,4.16E+11,4.21E+11,4.59E+11,4.68E+11,4.85E+11,5.15E+11,6.08E+11,7.09E+11,8.20E+11,9.40E+11,1.22E+12,1.20E+12,1.34E+12,1.68E+12,1.82E+12,1.83E+12,1.86E+12,2.04E+12,2.10E+12,2.29E+12,2.65E+12,2.70E+12,2.87E+12,2.66E+12
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98860565736,99958806891,1.09E+11,1.28E+11,1.64E+11,1.94E+11,2.12E+11,2.32E+11,2.70E+11,2.74E+11,2.36E+11,2.22E+11,2.39E+11,2.26E+11,2.38E+11,2.59E+11,2.91E+11,2.99E+11,3.35E+11,3.85E+11,3.99E+11,4.26E+11
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,65831935484,1.80E+11,407796349.7,553671957.7,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,1.32E+11,1.12E+11,1.39E+11,1.86E+11,2.18E+11,2.35E+11,2.28E+11,1.67E+11,1.67E+11,1.87E+11,2.27E+11,2.35E+11,1.67E+11
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,5672569396,6468736287,6909730237,7080981669,6218581472,6389460286,7123633356,7426081278,7569666974,8503693099,8982047589,9025660362,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26267063758,24857740445,21718075725
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,9.29E+11,1.18E+12,1.25E+12,1.32E+12,1.06E+12,1.10E+12,1.17E+12,1.31E+12,1.24E+12,1.27E+12,1.25E+12,1.14E+12,1.17E+12,1.27E+12,1.57E+12,1.80E+12,1.86E+12,1.95E+12,2.21E+12,2.40E+12,2.19E+12,2.13E+12,2.29E+12,2.09E+12,2.14E+12,2.16E+12,1.84E+12,1.88E+12,1.96E+12,2.09E+12,2.01E+12,1.89E+12
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,4404970059,4592224067,4106199176,3535460090,5440064773,5452564385,6577523825,7393883555,8400033894,8787195622,8887061867,9005064475,9194717836,9719017926,9430230564,10174664854,11243868486,11930171468,12799593018,13709402085,12120460873,13220556883,14444655300,14807086889,14264202737,13899228824,14188935948,14077109397,14808989993,15730793853,15830768550,13812425037
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,4220945005,4160003917,4344250257,5311329067,5605841536,6237739516,6727446632,6928359238,7246188575,7912327362,8149106065,8460424401,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,22657662393,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41408960845,42932112676,44502895915,43697659296
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,3.05E+12,3.13E+12,3.58E+12,3.91E+12,4.45E+12,5.00E+12,5.55E+12,4.92E+12,4.49E+12,4.10E+12,4.64E+12,4.97E+12,4.37E+12,4.18E+12,4.52E+12,4.89E+12,4.83E+12,4.60E+12,4.58E+12,5.11E+12,5.29E+12,5.76E+12,6.23E+12,6.27E+12,5.21E+12,4.90E+12,4.44E+12,5.00E+12,4.93E+12,5.04E+12,5.15E+12,5.06E+12
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,42347217913,45405587557,46869457318,56396706006,61671425370,68285768554,70120413329,74815121315,82035800868,92202956321,1.01E+11,1.01E+11
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132419902,156120439.3,181705153.6,190243432.8,185114059.6,179703165.4,171117816.7,178328984.1,187276124.8,200157020.6,188391770.6,197508774.3
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,192518518.5,217259259.3,220540740.7,242137037,263755555.6,295159259.3,313485185.2,333944444.4,374641308,383257331.4,406595484.4,421695769.8,458643829,481077373.7,469869869.9,506900000,547203703.7,644411111.1,689285185.2,751233333.3,747862963,760170370.4,817759259.3,800414814.8,839770370.4,916566666.7,923155555.6,1008888889,1060740741,1078518519,1164814815,980740740.7
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,2.47E+11,2.83E+11,3.31E+11,3.56E+11,3.93E+11,4.64E+11,5.67E+11,6.10E+11,5.70E+11,3.83E+11,4.98E+11,5.76E+11,5.48E+11,6.27E+11,7.03E+11,7.93E+11,9.35E+11,1.05E+12,1.17E+12,1.05E+12,9.44E+11,1.14E+12,1.25E+12,1.28E+12,1.37E+12,1.48E+12,1.47E+12,1.50E+12,1.62E+12,1.72E+12,1.65E+12,1.64E+12
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838,27191353887,31493319973,30355093966,25939960630,30123850197,37712842243,34887512227,38137545245,47876510067,59439090601,80798630137,1.02E+11,1.15E+11,1.47E+11,1.06E+11,1.15E+11,1.54E+11,1.74E+11,1.74E+11,1.63E+11,1.15E+11,1.09E+11,1.21E+11,1.38E+11,1.36E+11,1.06E+11
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252611,13279248479,14426381187,15912495369,17071162084,18141651381,18897252233,19132635712
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44035991893,46909335551,48133414840,50065946086,51389318291,53324800959,55276157552,51953744507,31735217785
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,486666666.7,579629629.6,613703703.7,674074074.1,684814814.8,713703703.7,762962963,788888888.9,805925925.9,877407407.4,921851851.9,932592592.6,892592592.6,900000000,987407407.4,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1486758037,1576988407,1605146778,1664816741,1755130815,1808079889,1865513444,1996771444,2065127259,2118791556,1616772741
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87428128124,87963042341,83990946939,80676681934
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,495404888.1,596415104.5,704329192.8,831033941.1,835592802.3,878250450.6,1001889857,946123275.9,997996028.6,928458206,912771290.6,887295267.9,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1682016947,1766825413,1740830511,2234731974,2579421686,2477702253,2367113170,2441053176,2359759799,2114323794,2306843529,2514146888,2366213069,1875227642
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,10037674038,12778792854,13834219728,15518702635,15925521222,17701798891,20853093870,20895314658,19563836265,20150053345,21891923077,21177470978,21369028188,23537637869,29601904063,35000480507,37658234050,42874225317,51521903915,58604890874,54252213115,56159192758,61615545000,59779802783,65184744717,68713294386,60047430684,62174650367,65549868207,71250208996,70195715496,73353132794
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,2705659767,3246477995,3765226191,4914391079,5665570561,6311194302,7046110595,7176892950,7267563603,6797764075,6547629475,6774193548,6860272608,7371723056,8246521717,10643215078,12160002996,14874147024,18439876056,21027044551,21587740942,28241858489,36845925519,43189526778,51536304808,54903031138,45047964934,45070605746,50440941939,55284360483,55204758070,25586111076
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,26314220188,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,1.01E+11,98266306615,1.07E+11,1.10E+11,1.01E+11,1.03E+11,1.10E+11,1.18E+11,1.20E+11,1.15E+11
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2010116851,2481316054,2480598884,2737192565,2574302409,2720310019,3130462610,3137673291,2840175545,2934498443,2906093757,2647885849,2718868306,2968987019,3601321065,4137913500,4203084194,4582988333,5867916781,6476490406,5451653237,5367625613,6088808463,5743029680,6555983530,7069616049,6261622101,6472990923,6431314957,7194024563,7383745662,6816219303
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,3175638333,3931334871,3254713056,3714967007,4063298919,3522226903,3838101052,4931861239,4262965282,4401967499,4277903780,4629247091,5438332738,5351701534,6372498720,5064732716,5859269849,6395712392,8524620739,10725137931,9616879571,9982711338,11551819618,11578974888,12423555269,12522957228,11323020829,11848613735,13176313594,13760033097,14104664515,13056079982
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,189514434.2,215043969.8,244396761.9,284874919.6,322417837.2,356013395.7,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,870030468.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4109424800,4379136462,4754175869,5300962660,5607762625,3742769967
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,2.21E+11,2.61E+11,3.13E+11,3.63E+11,5.01E+11,5.28E+11,3.60E+11,4.11E+11,5.00E+11,5.27E+11,6.00E+11,7.08E+11,7.57E+11,7.72E+11,7.29E+11,7.82E+11,8.77E+11,9.75E+11,1.05E+12,1.11E+12,9.00E+11,1.06E+12,1.18E+12,1.20E+12,1.27E+12,1.32E+12,1.17E+12,1.08E+12,1.16E+12,1.22E+12,1.27E+12,1.07E+12
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,132440200,136559500,141515800,148346700,151898900,149769600,160407100,172188500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239462200,244462400
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2181810276,2681959313,2724101611,2830692639,2818306754,2081864106,2706416623,2780435257,2697102922,2920367497,3440743432,2961476518,3468327017,3908139487,4714051055,5454228771,6247496491,6905876385,8156532186,9838404005,10232036863,10689167195,12995113407,12442036265,13242691430,14364937997,13104764334,14026048691,15365714371,17070866299,17280251194,17465392916
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,2118574772,2547163582,2750041434,3021910217,2709178327,2998570147,3720400535,3822882801,3793418418,4010571223,4121350732,4069515579,4088368978,4470446391,5448415500,6098092551,6416184181,6778324050,7925371475,9090406767,8696366907,9035932122,9638916481,9462238211,10551661177,11626281387,11091434484,11721521913,13221298308,14864712990,15215714309,14647384608
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1674823311,2036373523,2137184858,2216073328,2809748387,3821535780,4879259321,5759624742,5633071709,4613070975,5643818689,6849321646,6220271055,6110633154,7754647428,9390855298,10588433069,11863016315,15591182545,23013015832,29455165595,37796052939,54118601975,58318677645,60572254371,63264891867,63045306514,60291738935,61449391917,67144726168,68697761477,79852046611
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,3576966800,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440249,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11619892396,11181350461,11480847745,13178094459,14206359007,13312981595
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1450647019,1506914408,2133688270,2164292208,1847350612,1944876755,2091731421,2132081882,2072001067,2032345832,1985924387,1779523344,1746064719,1777058593,2051147607,2362501023,2936019526,3919577286,4346206809,5206444407,4714592493,5628882266,6764635687,6728208836,7223063170,6592537782,6166857629,6398744505,6799075419,7354430040,7889662452,7913680231
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2181930255,2653480001,2856890681,3224267548,3263368410,3558137040,4040345933,4421943910,4187367602,4169664285,4343710333,4663313620,4613630623,4841310240,5816553827,6578844486,6488750453,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14181951059,14045808843,10920606198
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1590215583,1880771556,2203545857,1799517082,2070636936,1181802596,1397457932,2281034131,2663234934,1750584265,1775921718,1743506531,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,8943543677,9880675786,11025357838,12182348213
